data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-07-21 12:21:57.800963;981;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Jeffrey East;masculino;pix
2025-05-12 18:28:57.802550;982;Recife;João Victor;Smartwatch Sansung M3;Zoila Pittman;femasculino;pix
2025-05-31 10:36:57.803329;983;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;James Winfield;masculino;pix
2025-02-19 19:07:57.804575;984;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Jonah Jarrett;masculino;boleto
2026-01-18 14:11:57.805880;985;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Janita Kennedy;femasculino;dinheiro
2025-06-22 18:34:57.807056;986;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Eric Foster;masculino;pix
2025-05-31 18:31:57.807226;987;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Debora Jackson;femasculino;boleto
2025-11-21 13:57:57.807580;988;Recife;Bruno Otavio;Cama Solteiro Ortobom;David Hersey;masculino;cartão de crédito
2025-04-02 12:27:57.809719;989;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Robert Gariepy;masculino;dinheiro
2025-10-31 16:28:57.815576;990;São Paulo;Ana Oliveira;Playstation 5;Jesse Williamson;masculino;boleto
2025-06-26 12:15:57.815799;991;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Wilbur Moua;masculino;cartão de crédito
2025-07-24 16:50:57.819182;992;Florianopoles;Isabale Gomes;Playstation 5;Rachel Holmes;femasculino;cartão de crédito
2025-02-24 18:46:57.819490;993;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Horace Baumbusch;masculino;pix
2025-09-14 16:24:57.847402;994;São Paulo;Lucas Pereira;Smartphone Sansung Galaxy;Mary Delp;femasculino;cartão de crédito
2025-06-24 13:32:57.850311;995;Florianopoles;Paulo de Sousa;Geladeira Sansung;Yolanda Castleman;femasculino;pix
2025-06-21 19:16:57.853395;996;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Jessie Aurand;masculino;cartão de crédito
2025-06-28 18:22:57.858860;997;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Martha Aragon;femasculino;dinheiro
2025-03-16 14:40:57.859730;998;Recife;João Victor;Smartwatch Sansung M3;Tina Ransom;femasculino;pix
2025-10-12 20:49:57.860559;999;Belo Horizonte;Olivia Sousa;Cama Solteiro Ortobom;George Foxworth;masculino;boleto
2026-01-05 19:05:57.863370;1000;São Paulo;Lucas Pereira;Geladeira Sansung;Mark Donohue;masculino;cartão de crédito
2025-10-31 15:57:57.864558;1001;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Alvin Gant;masculino;cartão de crédito
2025-09-04 10:08:57.865513;1002;Recife;Bruno Otavio;Geladeira Sansung;Beatrice Porter;femasculino;pix
2025-10-04 13:44:57.865716;1003;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Jennifer Vicic;femasculino;cartão de crédito
2025-11-26 19:04:57.892023;1004;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Norman Kuykendall;masculino;cartão de crédito
2025-05-13 11:51:57.893380;1005;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Hilda Long;femasculino;cartão de crédito
2025-06-21 15:44:57.893646;1006;Recife;Bruno Otavio;Geladeira Sansung;Anne Muse;femasculino;pix
2025-12-27 16:02:57.894859;1007;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Katherine Peterson;femasculino;boleto
2025-06-19 19:28:57.895019;1008;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Patty Williams;femasculino;boleto
2025-03-29 09:58:57.895251;1009;São Paulo;Lucas Pereira;Playstation 5;Kristi Deno;femasculino;boleto
2025-09-26 16:20:57.904582;1010;Florianopoles;Paulo de Sousa;Geladeira Sansung;Nicole Hayman;femasculino;cartão de crédito
2025-08-07 11:03:57.908225;1011;São Paulo;Ana Oliveira;Playstation 5;Michael Wrenn;masculino;pix
2025-02-04 11:07:57.910443;1012;São Paulo;Lucas Pereira;Smartphone Sansung Galaxy;Susan Knutson;femasculino;pix
2025-06-09 18:25:57.911265;1013;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Alicia Newsome;femasculino;boleto
2026-01-04 16:56:57.911806;1014;Recife;João Victor;Playstation 5;Richard Townsend;masculino;pix
2025-09-20 17:35:57.912053;1015;Recife;João Victor;Playstation 5;Reginald Stuart;masculino;pix
2025-07-09 12:16:57.912545;1016;Belo Horizonte;Olivia Sousa;Playstation 5;Cassie Vera;femasculino;boleto
2025-11-03 15:49:57.913466;1017;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Adam Pinto;masculino;boleto
2025-02-12 12:23:57.914754;1018;Copa Cabana;Luis Costa;Geladeira Sansung;Cheryl Hayworth;femasculino;dinheiro
2025-03-15 20:07:57.919139;1019;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;James Rodriguez;masculino;pix
2025-03-05 20:13:57.919709;1020;Recife;João Victor;Smartphone Sansung Galaxy;James Mckain;masculino;pix
2025-04-30 16:13:57.924592;1021;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;William Schumacher;masculino;pix
2026-01-06 10:36:57.925612;1022;Recife;João Victor;Playstation 5;Susie Labianca;femasculino;boleto
2026-01-22 19:55:57.936886;1023;Florianopoles;Isabale Gomes;Playstation 5;Ella Thomas;femasculino;pix
2025-12-18 14:26:57.937138;1024;São Paulo;Lucas Pereira;Playstation 5;Sandra Bunting;femasculino;boleto
2025-09-24 19:54:57.939075;1025;Belo Horizonte;Olivia Sousa;Cama Solteiro Ortobom;William Rothfuss;masculino;dinheiro
2025-02-20 13:03:57.947765;1026;Copa Cabana;Luis Costa;Geladeira Sansung;Thomas Yang;masculino;boleto
2025-10-17 16:22:57.948226;1027;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Jason Halsey;masculino;boleto
2025-12-05 18:42:57.950223;1028;Copa Cabana;Luis Costa;Geladeira Sansung;Megan Hairfield;femasculino;dinheiro
2025-11-13 18:59:57.967983;1029;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Annie Biancardi;femasculino;pix
2025-02-09 17:50:57.988549;1030;Belo Horizonte;Olivia Sousa;Playstation 5;Gary Wene;masculino;pix
2025-10-09 11:54:57.997765;1031;Recife;Bruno Otavio;Playstation 5;Hector Strubbe;masculino;pix
2025-05-29 12:07:58.009026;1032;Copa Cabana;Carlos Silva;Playstation 5;David Burnette;masculino;cartão de crédito
2025-10-05 16:49:58.009866;1033;Belo Horizonte;Joana Silva;Playstation 5;Warren Cook;masculino;dinheiro
2025-05-19 11:59:58.010063;1034;Florianopoles;Isabale Gomes;Playstation 5;Julie Haddix;femasculino;pix
2025-11-12 17:24:58.012391;1035;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Chris Taylor;masculino;cartão de crédito
2025-03-12 15:13:58.012545;1036;Recife;Bruno Otavio;Geladeira Sansung;Tommie Cruse;masculino;boleto
2025-07-16 17:33:58.014583;1037;Recife;João Victor;Cama Solteiro Ortobom;Seth Almanzar;masculino;boleto
2025-09-28 18:40:58.019294;1038;Florianopoles;Paulo de Sousa;Geladeira Sansung;Phyllis House;femasculino;pix
2025-11-17 14:19:58.019714;1039;Belo Horizonte;Joana Silva;Geladeira Sansung;Mario Burgin;masculino;cartão de crédito
2025-03-13 15:43:58.022433;1040;São Paulo;Ana Oliveira;Playstation 5;Jacqueline Plumley;femasculino;pix
2025-02-22 11:57:58.025150;1041;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;Linda Taylor;femasculino;pix
2025-07-12 18:48:58.025341;1042;Florianopoles;Isabale Gomes;Geladeira Sansung;Albert Ball;masculino;boleto
2025-08-27 15:35:58.025640;1043;Belo Horizonte;Olivia Sousa;Geladeira Sansung;William Rother;masculino;dinheiro
2025-12-21 14:03:58.029945;1044;Recife;Bruno Otavio;Smartphone Sansung Galaxy;Sean Niss;masculino;dinheiro
2025-04-04 15:52:58.043836;1045;Florianopoles;Isabale Gomes;Geladeira Sansung;Rosetta Prezzia;femasculino;boleto
2025-12-13 11:49:58.073138;1046;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Craig Shifflett;masculino;pix
2025-08-04 12:39:58.074967;1047;Florianopoles;Isabale Gomes;Geladeira Sansung;Nina Bosley;femasculino;boleto
2025-03-22 20:31:58.076925;1048;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Lorene Asato;femasculino;dinheiro
2025-05-18 12:33:58.092044;1049;São Paulo;Ana Oliveira;Playstation 5;Billy Nolan;masculino;dinheiro
2025-12-14 11:11:58.092554;1050;São Paulo;Lucas Pereira;Smartwatch Sansung M3;Gordon Kavanaugh;masculino;pix
2025-11-17 15:33:58.095342;1051;Recife;João Victor;Playstation 5;Cathrine Dingmann;femasculino;boleto
2025-05-20 14:54:58.110669;1052;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Delores Weiss;femasculino;dinheiro
2025-11-17 12:05:58.111189;1053;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Amee Gardner;femasculino;cartão de crédito
2025-06-17 19:52:58.112766;1054;Recife;João Victor;Smartphone Sansung Galaxy;Annette Johnson;femasculino;boleto
2025-06-20 17:39:58.112934;1055;Copa Cabana;Carlos Silva;Playstation 5;Charles Luce;masculino;pix
2025-10-08 12:22:58.114153;1056;Belo Horizonte;Joana Silva;Cama Solteiro Ortobom;Tiffany Stiver;femasculino;dinheiro
2025-09-08 10:19:58.118147;1057;Florianopoles;Paulo de Sousa;Geladeira Sansung;Shirley Pipes;femasculino;boleto
2025-08-02 12:09:58.122016;1058;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Marilyn Hopkins;femasculino;dinheiro
2025-09-03 18:07:58.122500;1059;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Mary Barnhardt;femasculino;cartão de crédito
2025-10-12 19:13:58.129609;1060;Florianopoles;Isabale Gomes;Playstation 5;Claire Goldstein;femasculino;dinheiro
2025-03-09 12:02:58.130379;1061;Belo Horizonte;Joana Silva;Geladeira Sansung;Luella Marquess;femasculino;cartão de crédito
2025-10-18 18:36:58.138903;1062;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Virginia Anderson;femasculino;cartão de crédito
2025-07-18 11:37:58.139096;1063;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Fredric Moore;masculino;pix
2025-11-05 18:35:58.139617;1064;São Paulo;Lucas Pereira;Smartphone Sansung Galaxy;Kevin Cipriani;masculino;dinheiro
2025-07-30 17:12:58.146813;1065;Florianopoles;Isabale Gomes;Geladeira Sansung;Mamie Rocha;femasculino;dinheiro
2025-07-28 13:02:58.147569;1066;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Charlotte Mayse;femasculino;dinheiro
2025-11-11 13:51:58.155686;1067;Recife;Bruno Otavio;Geladeira Sansung;Fran Hibbs;femasculino;cartão de crédito
2025-08-04 19:25:58.158902;1068;São Paulo;Lucas Pereira;Playstation 5;John Daugherty;masculino;dinheiro
2025-12-24 17:24:58.159418;1069;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Willie Sansoucie;masculino;cartão de crédito
2025-05-26 16:06:58.174410;1070;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Arthur Lemanski;masculino;dinheiro
2025-07-31 19:24:58.180925;1071;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Sean Abston;masculino;boleto
2025-12-30 17:48:58.185067;1072;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Charles Black;masculino;pix
2025-08-20 12:14:58.185249;1073;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Rodger Perry;masculino;boleto
2025-07-05 17:44:58.185569;1074;Recife;João Victor;Playstation 5;William Williams;masculino;dinheiro
2025-06-23 10:55:58.185680;1075;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;William Mccurdy;masculino;cartão de crédito
2025-12-28 13:36:58.186746;1076;Recife;João Victor;Geladeira Sansung;Marion Jacques;femasculino;boleto
2026-01-17 17:12:58.187698;1077;São Paulo;Lucas Pereira;Playstation 5;Kurtis Burton;masculino;cartão de crédito
2025-09-22 10:36:58.188144;1078;Belo Horizonte;Joana Silva;Geladeira Sansung;Williams Taunton;masculino;cartão de crédito
2025-07-11 11:54:58.196797;1079;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;Edith Boyd;femasculino;dinheiro
2025-01-27 16:51:58.197113;1080;Recife;João Victor;Smartwatch Sansung M3;Allison Fay;femasculino;boleto
2025-06-05 14:38:58.198192;1081;São Paulo;Ana Oliveira;Geladeira Sansung;Dana Gallucci;masculino;boleto
2025-10-16 16:37:58.203711;1082;Copa Cabana;Luis Costa;Playstation 5;Sharon Blum;femasculino;cartão de crédito
2025-07-30 10:20:58.204783;1083;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Titus Gant;masculino;dinheiro
2025-08-22 11:59:58.206144;1084;Recife;João Victor;Smartwatch Sansung M3;Daniel Thrift;masculino;dinheiro
2025-11-24 12:25:58.209186;1085;Recife;João Victor;Smartwatch Sansung M3;Heidi Pierce;femasculino;pix
2025-06-13 15:26:58.209462;1086;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Daniel Slaughter;masculino;cartão de crédito
2025-12-31 13:38:58.209929;1087;Recife;Bruno Otavio;Geladeira Sansung;Karen Morris;femasculino;dinheiro
2025-10-20 20:19:58.210082;1088;Recife;Bruno Otavio;Cama Solteiro Ortobom;Rose Wright;femasculino;pix
2025-06-19 12:44:58.210218;1089;Belo Horizonte;Joana Silva;Geladeira Sansung;Brittany Stevenson;femasculino;cartão de crédito
2025-07-28 16:59:58.210497;1090;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;William Sikes;masculino;cartão de crédito
2025-03-18 15:02:58.211608;1091;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Matthew Smith;masculino;dinheiro
2025-02-02 19:45:58.211788;1092;Florianopoles;Paulo de Sousa;Geladeira Sansung;Eva Macias;femasculino;cartão de crédito
2025-11-24 19:30:58.212279;1093;Recife;Bruno Otavio;Playstation 5;John Kerr;masculino;pix
2025-01-30 16:06:58.212642;1094;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Curtis Reynolds;masculino;cartão de crédito
2025-09-06 10:49:58.212823;1095;Copa Cabana;Carlos Silva;Playstation 5;Kathryn Mclead;femasculino;boleto
2025-09-26 15:31:58.220435;1096;Florianopoles;Isabale Gomes;Playstation 5;Thomas Hutcheson;masculino;cartão de crédito
2025-10-03 14:18:58.222481;1097;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Cheryl Powell;femasculino;boleto
2025-12-12 16:48:58.222704;1098;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Darlene Donovan;femasculino;pix
2025-05-23 12:20:58.223351;1099;Florianopoles;Isabale Gomes;Geladeira Sansung;George Whalen;masculino;boleto
2025-07-10 19:57:58.224133;1100;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Betty Sarwinski;femasculino;pix
2025-07-09 16:04:58.244001;1101;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Kathleen Sheets;femasculino;pix
2026-01-05 17:54:58.245175;1102;Belo Horizonte;Olivia Sousa;Playstation 5;Jason Dykes;masculino;dinheiro
2025-04-05 17:56:58.246402;1103;Recife;João Victor;Smartwatch Sansung M3;Gerard Rodriguez;masculino;boleto
2025-09-29 16:59:58.246715;1104;Recife;João Victor;Geladeira Sansung;Stephen Redding;masculino;boleto
2025-05-25 13:22:58.247761;1105;Belo Horizonte;Olivia Sousa;Playstation 5;Pamela Wert;femasculino;pix
2025-03-28 10:01:58.250685;1106;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Lorraine Warf;femasculino;pix
2025-07-25 14:04:58.255792;1107;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Raymond Hutto;masculino;boleto
2025-11-05 10:24:58.257288;1108;Recife;Bruno Otavio;Playstation 5;Margaret Clements;femasculino;dinheiro
2025-11-10 14:16:58.257727;1109;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Evelyn Caminiti;femasculino;cartão de crédito
2025-04-27 11:44:58.268136;1110;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Dale Mathis;masculino;boleto
2025-05-30 11:45:58.268591;1111;Copa Cabana;Carlos Silva;Geladeira Sansung;Bernadette Carr;femasculino;cartão de crédito
2025-12-08 12:25:58.268920;1112;Recife;João Victor;Smartphone Sansung Galaxy;Scott Farrey;masculino;dinheiro
2025-07-17 17:30:58.282303;1113;Recife;João Victor;Playstation 5;Robert Boldosser;masculino;pix
2025-04-27 17:36:58.308444;1114;Recife;João Victor;Smartphone Sansung Galaxy;Darlene Gamboa;femasculino;cartão de crédito
2025-12-16 11:01:58.310277;1115;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Shirley Davis;femasculino;dinheiro
2025-02-08 15:38:58.310489;1116;São Paulo;Ana Oliveira;Geladeira Sansung;Betty Jones;femasculino;cartão de crédito
2025-05-26 18:00:58.310622;1117;Florianopoles;Isabale Gomes;Playstation 5;Kathryn Freeborn;femasculino;dinheiro
2025-03-06 15:44:58.315655;1118;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Tonia Greek;femasculino;boleto
2025-02-28 17:22:58.324044;1119;Recife;João Victor;Geladeira Sansung;Elizabeth Mcallister;femasculino;pix
2025-10-13 18:50:58.324671;1120;Recife;João Victor;Smartwatch Sansung M3;Candice Manning;femasculino;pix
2025-09-12 18:52:58.325078;1121;Belo Horizonte;Joana Silva;Playstation 5;Robert Dare;masculino;pix
2025-02-08 14:38:58.329801;1122;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Ken Turcotte;masculino;boleto
2025-11-10 16:34:58.332096;1123;Recife;Bruno Otavio;Smartwatch Sansung M3;Brenda Cox;femasculino;dinheiro
2025-10-19 20:04:58.332264;1124;Copa Cabana;Luis Costa;Playstation 5;Modesta Contreras;femasculino;boleto
2025-11-10 10:29:58.333205;1125;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;James Jugo;masculino;boleto
2025-03-12 17:46:58.349482;1126;Florianopoles;Paulo de Sousa;Geladeira Sansung;Chris Miller;masculino;pix
2025-10-28 17:38:58.349766;1127;Copa Cabana;Carlos Silva;Geladeira Sansung;Arleen Dortch;femasculino;dinheiro
2025-10-30 14:50:58.351875;1128;Recife;Bruno Otavio;Cama Solteiro Ortobom;Eddie Saver;masculino;boleto
2025-03-04 19:29:58.358895;1129;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Mary Plungy;femasculino;dinheiro
2025-10-07 16:41:58.386546;1130;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Joann Smith;femasculino;pix
2025-12-17 17:17:58.386825;1131;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Vivian Romano;femasculino;boleto
2025-07-29 16:51:58.387575;1132;Copa Cabana;Carlos Silva;Playstation 5;Steven Sieving;masculino;pix
2025-06-04 09:59:58.408746;1133;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;John Harris;masculino;dinheiro
2025-05-18 16:45:58.409024;1134;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Jeannette Spann;femasculino;cartão de crédito
2025-10-19 12:59:58.410142;1135;Copa Cabana;Luis Costa;Geladeira Sansung;Jeannette Tesh;femasculino;cartão de crédito
2025-07-11 17:38:58.423301;1136;São Paulo;Ana Oliveira;Smartwatch Sansung M3;James Mack;masculino;cartão de crédito
2025-12-01 13:09:58.423739;1137;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Cathy Williams;femasculino;cartão de crédito
2026-01-24 20:55:58.423935;1138;Copa Cabana;Luis Costa;Playstation 5;Albert Daniele;masculino;pix
2025-02-05 12:14:58.432523;1139;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;James Wilkins;masculino;cartão de crédito
2025-12-19 20:03:58.433161;1140;Copa Cabana;Luis Costa;Geladeira Sansung;Katrina Palo;femasculino;pix
2025-10-03 10:19:58.447232;1141;Recife;Bruno Otavio;Smartwatch Sansung M3;Corey Gaddis;masculino;boleto
2025-02-20 17:07:58.448572;1142;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Phyllis Crafford;femasculino;boleto
2025-02-25 17:35:58.458558;1143;Recife;Bruno Otavio;Smartwatch Sansung M3;Sylvia Montano;femasculino;pix
2026-01-01 19:14:58.459427;1144;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Adrian Brooks;masculino;pix
2025-08-01 12:20:58.459658;1145;Recife;Bruno Otavio;Smartphone Sansung Galaxy;Carl Robinson;masculino;boleto
2025-12-09 19:39:58.459792;1146;Recife;Bruno Otavio;Smartphone Sansung Galaxy;Patricia Ivey;femasculino;cartão de crédito
2025-10-19 14:03:58.460330;1147;Copa Cabana;Carlos Silva;Playstation 5;Adele Schaeffer;femasculino;dinheiro
2025-09-30 17:33:58.461486;1148;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Terrell Manning;masculino;dinheiro
2025-09-06 15:46:58.461891;1149;Florianopoles;Isabale Gomes;Geladeira Sansung;Tommy Winters;masculino;pix
2025-10-16 15:45:58.462279;1150;Belo Horizonte;Joana Silva;Geladeira Sansung;Fred Jones;masculino;boleto
2025-07-15 10:44:58.462408;1151;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Joshua Stringham;masculino;cartão de crédito
2025-08-04 20:27:58.466382;1152;Recife;João Victor;Geladeira Sansung;Luz Griffin;femasculino;boleto
2025-05-04 15:14:58.466705;1153;Recife;Bruno Otavio;Smartphone Sansung Galaxy;Samuel Schuchart;masculino;pix
2025-04-19 20:57:58.486762;1154;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Rosemary Yanni;femasculino;boleto
2025-12-19 16:29:58.496493;1155;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;Helene Walker;femasculino;boleto
2025-12-10 16:01:58.496906;1156;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Rose Watson;femasculino;boleto
2025-07-07 15:46:58.497071;1157;Recife;João Victor;Smartwatch Sansung M3;Howard Fawcett;masculino;cartão de crédito
2025-06-12 16:49:58.498907;1158;Recife;Bruno Otavio;Geladeira Sansung;Jean Thomas;femasculino;cartão de crédito
2025-03-07 20:45:58.499055;1159;Recife;João Victor;Smartwatch Sansung M3;Chantelle Robbins;femasculino;boleto
2025-06-11 20:02:58.499919;1160;Belo Horizonte;Olivia Sousa;Cama Solteiro Ortobom;Arnold Clark;masculino;boleto
2025-07-05 13:54:58.500108;1161;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Ronnie Metevier;masculino;boleto
2025-09-30 10:29:58.524439;1162;São Paulo;Ana Oliveira;Playstation 5;Marta Roddam;femasculino;boleto
2025-12-04 16:32:58.545869;1163;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Karen Rollins;femasculino;boleto
2025-07-02 11:22:58.546631;1164;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Andrea Stanford;femasculino;cartão de crédito
2025-02-25 12:32:58.547488;1165;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Andrea Adams;femasculino;dinheiro
2025-04-19 16:10:58.547710;1166;Recife;Bruno Otavio;Smartwatch Sansung M3;Donald Kim;masculino;pix
2025-06-23 15:16:58.547984;1167;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Deborah Woodhouse;femasculino;boleto
2025-10-31 19:57:58.551076;1168;Belo Horizonte;Joana Silva;Cama Solteiro Ortobom;Mary Stewart;femasculino;boleto
2025-12-30 10:17:58.551246;1169;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Dora Bruce;femasculino;boleto
2025-12-25 13:23:58.551707;1170;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Gordon Mccoy;masculino;pix
2025-09-18 18:26:58.551984;1171;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Christopher Melanson;masculino;cartão de crédito
2025-05-01 19:10:58.554576;1172;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Carroll Dufrene;masculino;boleto
2025-02-08 19:00:58.558313;1173;Belo Horizonte;Olivia Sousa;Playstation 5;Zachary Hawthorne;masculino;dinheiro
2025-05-24 10:54:58.559307;1174;São Paulo;Lucas Pereira;Geladeira Sansung;Linda Joslin;femasculino;boleto
2025-04-14 16:50:58.561222;1175;Florianopoles;Paulo de Sousa;Geladeira Sansung;Elizabeth Reynolds;femasculino;boleto
2025-10-20 18:07:58.561380;1176;Recife;João Victor;Cama Solteiro Ortobom;Nancy Braithwaite;femasculino;pix
2025-08-06 14:43:58.563399;1177;São Paulo;Ana Oliveira;Playstation 5;Angela Crawford;femasculino;pix
2025-06-23 11:10:58.563564;1178;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Samuel Simmons;masculino;boleto
2025-07-22 14:14:58.563719;1179;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Sabrina Ayala;femasculino;boleto
2025-10-23 18:40:58.564112;1180;Recife;João Victor;Geladeira Sansung;Ashley Braswell;femasculino;pix
2025-06-07 18:41:58.564940;1181;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Aida Keen;femasculino;pix
2025-08-16 18:34:58.565813;1182;Copa Cabana;Carlos Silva;Geladeira Sansung;Marlene Seneker;femasculino;pix
2025-07-10 19:45:58.592427;1183;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Conrad Rice;masculino;boleto
2026-01-17 13:00:58.592876;1184;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Mary Daly;femasculino;cartão de crédito
2025-08-05 12:36:58.593504;1185;Florianopoles;Isabale Gomes;Playstation 5;Carl Edgar;masculino;boleto
2025-12-27 19:46:58.594761;1186;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Jesus Jones;masculino;cartão de crédito
2025-02-23 12:48:58.594917;1187;Recife;João Victor;Cama Solteiro Ortobom;Jason Reimer;masculino;cartão de crédito
2025-09-17 16:29:58.596900;1188;Recife;Bruno Otavio;Smartwatch Sansung M3;Juana Emberling;femasculino;boleto
2025-05-16 10:38:58.628656;1189;São Paulo;Lucas Pereira;Geladeira Sansung;Kristina Harden;femasculino;dinheiro
2026-01-21 11:36:58.629405;1190;Copa Cabana;Carlos Silva;Cama Solteiro Ortobom;Michael Mauldin;masculino;dinheiro
2025-12-09 12:57:58.630440;1191;Recife;Bruno Otavio;Playstation 5;William Allison;masculino;boleto
2025-12-04 13:22:58.630748;1192;Belo Horizonte;Olivia Sousa;Playstation 5;James Nieto;masculino;boleto
2025-02-19 18:43:58.631713;1193;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Elizabeth Turner;femasculino;pix
2025-04-08 19:08:58.631850;1194;Recife;João Victor;Smartwatch Sansung M3;Jodi Scheer;femasculino;cartão de crédito
2025-02-07 18:07:58.634156;1195;Recife;Bruno Otavio;Playstation 5;Virginia Rhodus;femasculino;dinheiro
2025-08-19 17:50:58.642456;1196;Florianopoles;Paulo de Sousa;Playstation 5;Iva Carper;femasculino;dinheiro
2025-10-04 19:59:58.644638;1197;Belo Horizonte;Olivia Sousa;Playstation 5;Linda Lara;femasculino;pix
2025-11-01 16:54:58.645014;1198;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Chris Smith;masculino;dinheiro
2025-11-22 14:12:58.645178;1199;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Brooke King;femasculino;dinheiro
2025-11-11 20:28:58.645432;1200;Belo Horizonte;Joana Silva;Cama Solteiro Ortobom;Jean Goldenberg;masculino;dinheiro
